Company,"Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent","Company
Location",Rating,"Bean
Type","Bean
Origin",Flavour Rating
Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70%,Mexico,3,Criollo,Mexico,Satisfactory
Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74%,Mexico,3,Trinitario,Mexico,Satisfactory
Raaka,Amazon Basin Blend,1788,2016,70%,U.S.A.,3, ,"Peru(SMartin,Pangoa,nacional)",Satisfactory
Raaka,Virunga,1708,2015,75%,U.S.A.,3,Forastero,Congo,Satisfactory
Raaka,Madagascar,959,2012,75%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Raaka,La Red,785,2011,85%,U.S.A.,3, ,Dominican Republic,Satisfactory
Rain Republic,Suchitepequez E.,470,2010,70%,Guatemala,3, ,Guatemala,Satisfactory
Rancho San Jacinto,Ecuador,565,2010,75%,Eucador,3,"Forastero(Arriba, CCN)",Ecuador,Satisfactory
Ranger,"San Martin, Batch 2",1558,2015,70%,U.S.A.,2, ,Peru,Dissapointing
Ranger,"Chulucanas, Batch 1",1562,2015,80%,U.S.A.,3, ,Peru,Satisfactory
Ranger,"Tumbes, Batch 2",1562,2015,73%,U.S.A.,3,Criollo,Peru,Satisfactory
Raoul Boulanger,Piura,1872,2016,75%,France,3,Criollo,Peru,Satisfactory
Raw Cocoa,Raw,867,2012,70%,Poland,2,Criollo,Unspecified,Dissapointing
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75%,Ecuador,3, ,Ecuador,Satisfactory
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75%,Ecuador,2,Forastero (Arriba),Ecuador,Dissapointing
Republica del Cacao (aka Confecta),Manabi,147,2007,75%,Ecuador,3,Forastero (Arriba),Ecuador,Satisfactory
Republica del Cacao (aka Confecta),El Oro,147,2007,67%,Ecuador,3,Forastero (Arriba),Ecuador,Satisfactory
Republica del Cacao (aka Confecta),Los Rios,170,2007,75%,Ecuador,3.75,Forastero (Arriba),Ecuador,Praiseworthy
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75%,U.S.A.,3.75, ,Ecuador,Praiseworthy
Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85%,U.S.A.,3, ,Ecuador,Satisfactory
Ritual,"Mid Mountain, 2014",1466,2015,70%,U.S.A.,3,Blend,Unspecified,Satisfactory
Ritual,"Toledo District, Maya",1089,2013,75%,U.S.A.,3.75,Trinitario,Belize,Praiseworthy
Ritual,"Maranon, Cajamarca",1181,2013,75%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
Ritual,Sambirano,891,2012,75%,U.S.A.,4,Trinitario,Madagascar,Premium
Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75%,U.S.A.,3,Nacional (Arriba),Ecuador,Satisfactory
Ritual,Gran Couva,979,2012,75%,U.S.A.,3,Trinitario,Trinidad,Satisfactory
Ritual,Costa Rica,745,2011,75%,U.S.A.,3, ,Costa Rica,Satisfactory
Roasting Masters,"La Dorado, light roast",1844,2016,70%,South Korea,3, ,Costa Rica,Satisfactory
Roasting Masters,"Tapanti, light roast",1844,2016,70%,South Korea,3, ,Costa Rica,Satisfactory
Roasting Masters,Maleku,1844,2016,70%,South Korea,3, ,Costa Rica,Satisfactory
Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75%,Madagascar,3,Trinitario,Madagascar,Satisfactory
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68%,Madagascar,3,Trinitario,Madagascar,Satisfactory
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66%,U.K.,3,Trinitario,Grenada,Satisfactory
Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75%,U.S.A.,3.75, ,Honduras,Praiseworthy
Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70%,U.S.A.,3.75, ,Venezuela,Praiseworthy
Rogue,"Tranquilidad, Batch 1",1566,2015,75%,U.S.A.,3, ,Bolivia,Satisfactory
Rogue,Porcelana,1209,2014,80%,U.S.A.,3.75,Criollo,Venezuela,Praiseworthy
Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Rogue,"Hispaniola, 2013",1081,2013,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Rogue,"Silvestre, Batch 7, 2013",1081,2013,75%,U.S.A.,4, ,Bolivia,Premium
Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75%,U.S.A.,3.75,Trinitario,Jamaica,Praiseworthy
Rogue,"Camino Verde P., Balao, Guayas",979,2012,75%,U.S.A.,3.75,Nacional (Arriba),Ecuador,Praiseworthy
Rogue,"Silvestre, Batch 1, 2011",793,2011,75%,U.S.A.,3,Criollo,Bolivia,Satisfactory
Rogue,Piura,565,2010,75%,U.S.A.,3.75, ,Peru,Praiseworthy
Rogue,Rio Caribe,327,2009,70%,U.S.A.,3,Trinitario,Venezuela,Satisfactory
Rogue,"Hispaniola, 2008",213,2008,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Rogue,Jamaica,213,2008,70%,U.S.A.,3,Trinitario,Jamaica,Satisfactory
Rogue,"Sambirano, 2008",213,2008,70%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Rogue,Trinidad,213,2008,70%,U.S.A.,3,Trinitario,Trinidad,Satisfactory
Rozsavolgyi,Sur del Lago,809,2012,84%,Hungary,2, ,Venezuela,Dissapointing
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76%,Hungary,2,Trinitario,Venezuela,Dissapointing
Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72%,Hungary,2,Trinitario,Madagascar,Dissapointing
Rozsavolgyi,Carenero Superior,713,2011,73%,Hungary,3,Criollo,Venezuela,Satisfactory
Rozsavolgyi,Porcelana,717,2011,71%,Hungary,2, ,Venezuela,Dissapointing
Rozsavolgyi,"Aragua, Trincheras",717,2011,70%,Hungary,3, ,Venezuela,Satisfactory
Rozsavolgyi,Principe,765,2011,77%,Hungary,3,Forastero,Principe,Satisfactory
S.A.I.D.,Malgascio,607,2010,64%,Italy,3,Trinitario,Madagascar,Satisfactory
S.A.I.D.,100 percent,615,2010,100%,Italy,1, ,Unspecified,Unpleasant
S.A.I.D.,Samana,615,2010,70%,Italy,3, ,Dominican Republic,Satisfactory
S.A.I.D.,Arawak,615,2010,72%,Italy,3, ,Carribean,Satisfactory
S.A.I.D.,Latino,615,2010,72%,Italy,3, ,Unspecified,Satisfactory
Sacred,Midnight,813,2012,83%,U.S.A.,3, ,Central and S. America,Satisfactory
Sacred,Twilight,813,2012,69%,U.S.A.,3, ,Central and S. America,Satisfactory
Salgado,Bahia Superior,288,2008,70%,Argentina,3,Forastero,Brazil,Satisfactory
Salgado,Esmeraldas,288,2008,70%,Argentina,3,Forastero (Nacional),Ecuador,Satisfactory
Salgado,Carenero Superior,288,2008,70%,Argentina,3,Trinitario,Venezuela,Satisfactory
Salgado,Rio Arriba,292,2008,70%,Argentina,3,Forastero (Arriba) ASSS,Ecuador,Satisfactory
Santander (Compania Nacional),Colombian 2008,404,2009,75%,Colombia,3,Forastero (Nacional),Colombia,Satisfactory
Santander (Compania Nacional),Colombian w/ nibs,414,2009,70%,Colombia,3,Forastero (Nacional),Colombia,Satisfactory
Santander (Compania Nacional),Colombian Semi Dark,32,2006,53%,Colombia,2,Forastero (Nacional),Colombia,Dissapointing
Santander (Compania Nacional),Colombian,32,2006,65%,Colombia,3,Forastero (Nacional),Colombia,Satisfactory
Santander (Compania Nacional),Colombian Dark,32,2006,70%,Colombia,4,Forastero (Nacional),Colombia,Premium
Santome,Sao Tome,761,2011,70%,France,3,Forastero,Sao Tome,Satisfactory
Scharffen Berger,San Juan de Cheni,959,2012,78%,U.S.A.,4, ,Peru,Premium
Scharffen Berger,Markham Valley,781,2011,68%,U.S.A.,3.75, ,Papua New Guinea,Praiseworthy
Scharffen Berger,Camahogne,464,2010,68%,U.S.A.,3,Trinitario,Grenada,Satisfactory
Scharffen Berger,Amina,464,2010,65%,U.S.A.,3.75,"Trinitario, Criollo",Madagascar,Praiseworthy
Scharffen Berger,Tome Acu,336,2009,68%,U.S.A.,3.75, ,Brazil,Praiseworthy
Scharffen Berger,Asante,336,2009,65%,U.S.A.,4,Forastero,Ghana,Premium
Scharffen Berger,Ben Tre,445,2009,72%,U.S.A.,3.75,Trinitario,Vietnam,Praiseworthy
Scharffen Berger,Finisterra,227,2008,72%,U.S.A.,3,Blend,"Ven., Trinidad, Mad.",Satisfactory
Scharffen Berger,Las Islas,117,2007,72%,U.S.A.,3,Blend,Carribean(DR/Jam/Tri),Satisfactory
Scharffen Berger,Nibby,135,2007,62%,U.S.A.,3, ,Unspecified,Satisfactory
Scharffen Berger,Cuyagua,135,2007,75%,U.S.A.,3.75, ,Venezuela,Praiseworthy
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75%,U.S.A.,3,Blend,Carribean,Satisfactory
Scharffen Berger,Extra Dark,15,2006,82%,U.S.A.,2, ,Unspecified,Dissapointing
Scharffen Berger,Bittersweet,15,2006,70%,U.S.A.,3,Blend,Unspecified,Satisfactory
Scharffen Berger,Kumasi Sambirano,40,2006,68%,U.S.A.,2,Blend,Ghana & Madagascar,Dissapointing
Scharffen Berger,Jamaica a l'ancienne,56,2006,70%,U.S.A.,2,Trinitario,Jamaica,Dissapointing
Scharffen Berger,Semisweet,56,2006,62%,U.S.A.,3,Blend,Unspecified,Satisfactory
Seaforth,Dominican Republic,1658,2015,70%,U.K.,3, ,Domincan Republic,Satisfactory
Seaforth,Grenada,1658,2015,70%,U.K.,3, ,Grenada,Satisfactory
Shark Mountain,Jamaica,1450,2015,72%,U.S.A.,3,Trinitario,Jamaica,Satisfactory
Shark Mountain,Papua New Guinea,1450,2015,73%,U.S.A.,3,Forastero,Papua New Guinea,Satisfactory
Shark Mountain,Cuyagua,1466,2015,77%,U.S.A.,3,Criollo,Venezuela,Satisfactory
Shark Mountain,ROIG,1466,2015,74%,U.S.A.,3,"Criollo, Trinitario",Dominican Republic,Satisfactory
Shark Mountain,Ecuador,1335,2014,75%,U.S.A.,3,Trinitario,Ecuador,Satisfactory
Shark Mountain,"Belize, 2013",1335,2014,72%,U.S.A.,3,"Criollo, Trinitario",Belize,Satisfactory
Shark's,Hilo,713,2011,73%,U.S.A.,2, ,Hawaii,Dissapointing
Shark's,"Hilo, w/ added cocoa butter",721,2011,73%,U.S.A.,2, ,Hawaii,Dissapointing
Shattel,Tingo Maria,1884,2016,70%,Peru,3, ,Peru,Satisfactory
Shattell,Porcelana,757,2011,75%,Peru,3,Criollo,Peru,Satisfactory
Sibu,Oro,1586,2015,82%,Costa Rica,3, ,Costa Rica,Satisfactory
Sibu,Oscuro,1586,2015,70%,Costa Rica,3, ,Costa Rica,Satisfactory
Sibu Sura,Peru,911,2012,70%,U.S.A.,2, ,Peru,Dissapointing
Silvio Bessone,Maya Belize,717,2011,67%,Italy,3,Criollo,Belize,Satisfactory
Silvio Bessone,"Trintade, Sao Tome",725,2011,65%,Italy,3,Forastero,Sao Tome,Satisfactory
Silvio Bessone,"Bahia, Scavina",729,2011,60%,Italy,3,Trinitario,Brazil,Satisfactory
Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68%,Italy,3,"Criollo, Trinitario",Colombia,Satisfactory
Sirene,Wild Bolivia,1788,2016,73%,Canada,3, ,Bolivia,Satisfactory
Sirene,Kokoa Kamili Coop,1856,2016,73%,Canada,3, ,Tanzania,Satisfactory
Sirene,"Esmeraldas, Salazar Farm",1860,2016,73%,Canada,3.75, ,Ecuador,Praiseworthy
Sirene,"Somia Plantation, 2012",1502,2015,100%,Canada,3,Trinitario,Madagascar,Satisfactory
Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100%,Canada,3, ,Ecuador,Satisfactory
Sirene,Lachua w/ cane sugar,1614,2015,73%,Canada,3, ,Guatemala,Satisfactory
Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73%,Canada,3, ,Guatemala,Satisfactory
Sirene,Pisa,1650,2015,73%,Canada,3, ,Haiti,Satisfactory
Sirene,"Somia Plantation, 2012",1339,2014,67%,Canada,3.75,Trinitario,Madagascar,Praiseworthy
Sirene,"Somia Plantation, 2012",1339,2014,73%,Canada,3.75,Trinitario,Madagascar,Praiseworthy
Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73%,Canada,3.75, ,Ecuador,Praiseworthy
Sjolinds,Ghana,1454,2015,70%,U.S.A.,3,Forastero,Ghana,Satisfactory
Sjolinds,Nicaragua,1462,2015,72%,U.S.A.,3, ,Nicaragua,Satisfactory
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70%,Australia,3, ,Dominican Republic,Satisfactory
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70%,Australia,3.75,Criollo,Venezuela,Praiseworthy
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70%,Australia,4,Criollo,Ecuador,Premium
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70%,Australia,3.75, ,Belize,Praiseworthy
"Smooth Chocolator, The",Tien Giang,1864,2016,70%,Australia,3,Trinitario,Vietnam,Satisfactory
"Smooth Chocolator, The",Australia,1864,2016,67%,Australia,3.75, ,Australia,Praiseworthy
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70%,Australia,3, ,Guatemala,Satisfactory
"Smooth Chocolator, The",Akesson's Estate,1618,2015,65%,Australia,3,Trinitario,Madagascar,Satisfactory
"Smooth Chocolator, The",Akesson's Estate,1622,2015,70%,Australia,3,Trinitario,Madagascar,Satisfactory
"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67%,Australia,3.75, ,Tanzania,Praiseworthy
"Smooth Chocolator, The",San Juan Estate,1622,2015,70%,Australia,3.75,Trinitario,Trinidad,Praiseworthy
"Smooth Chocolator, The",Camino Verde,1622,2015,72%,Australia,4, ,Ecuador,Premium
"Smooth Chocolator, The",Bolivia,1626,2015,72%,Australia,3, ,Bolivia,Satisfactory
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65%,Australia,3, ,Papua New Guinea,Satisfactory
"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67%,Australia,3,Forastero (Nacional),Peru,Satisfactory
"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70%,Australia,3.75,Trinitario,Venezuela,Praiseworthy
Snake & Butterfly,Ghana,693,2011,67%,U.S.A.,1,Forastero,Ghana,Unpleasant
Snake & Butterfly,Madagascar,502,2010,68%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Snake & Butterfly,Ecuador,502,2010,68%,U.S.A.,3, ,Ecuador,Satisfactory
Sol Cacao,"Ecuador, Batch 1",1812,2016,70%,U.S.A.,3, ,Ecuador,Satisfactory
Sol Cacao,Madagascar,1518,2015,72%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Solkiki,"Maranon, Fortunato No. 4",1840,2016,68%,U.K.,3,Forastero (Nacional),Peru,Satisfactory
Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85%,U.K.,3, ,Domincan Republic,Satisfactory
Solomons Gold,Solomon Island,1792,2016,70%,New Zealand,3, ,Solomon Islands,Satisfactory
Solomons Gold,Solomon Island w/ nibs,1796,2016,75%,New Zealand,3, ,Solomon Islands,Satisfactory
Solstice,Bundibugyo,1335,2014,70%,U.S.A.,3,"Forastero, Trinitario",Uganda,Satisfactory
Solstice,Sambirano,1157,2013,70%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Solstice,Amazonas,1157,2013,70%,U.S.A.,3, ,Venezuela,Satisfactory
Solstice,Bolivia,1161,2013,70%,U.S.A.,3, ,Bolivia,Satisfactory
Solstice,San Martin,1161,2013,70%,U.S.A.,3, ,Peru,Satisfactory
Solstice,Wasatch,1161,2013,70%,U.S.A.,3,Blend,Unspecified,Satisfactory
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62%,Canada,3, ,Domincan Republic,Satisfactory
Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70%,Canada,3,Trinitario,Madagascar,Satisfactory
Soma,"Bahia Black, batch bra50722.1",1828,2016,70%,Canada,3,Forastero (Parazinho),Brazil,Satisfactory
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75%,Canada,3.75, ,"Ven.,Ecu.,Peru,Nic.",Praiseworthy
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70%,Canada,3.75,Trinitario,Nicaragua,Praiseworthy
Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70%,Canada,4,Trinitario,Vietnam,Premium
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70%,Canada,3, ,Ecuador,Satisfactory
Soma,CSB Chama,1594,2015,70%,Canada,3,Criollo,Venezuela,Satisfactory
Soma,Porcelana,1594,2015,75%,Canada,4, ,Venezuela,Premium
Soma,"La Tronca, Matagalpa",1227,2014,70%,Canada,3, ,Nicaragua,Satisfactory
Soma,Maranon Canyon,1259,2014,70%,Canada,3.75,Forastero (Nacional),Peru,Praiseworthy
Soma,La Dalia,1307,2014,70%,Canada,3,Trinitario,Nicaragua,Satisfactory
Soma,"Camino Verde P., Balao, Guayas",1307,2014,80%,Canada,3,Forastero (Nacional),Ecuador,Satisfactory
Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70%,Canada,3.75,Forastero (Amelonado),Vanuatu,Praiseworthy
Soma,Little Big Man,1339,2014,70%,Canada,3,Blend,Madagascar & Ecuador,Satisfactory
Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77%,Canada,3.75,Trinitario,Dominican Republic,Praiseworthy
Soma,Java,1030,2013,70%,Canada,3,Criollo,Indonesia,Satisfactory
Soma,"Apurimac, El Quinacho Co-op",1073,2013,70%,Canada,3,Criollo,Peru,Satisfactory
Soma,"Sangre Grande P., Trinidad",1073,2013,70%,Canada,3.75,Trinitario,Trinidad,Praiseworthy
Soma,Chef's Blend,1077,2013,70%,Canada,3, ,Unspecified,Satisfactory
Soma,Patanemo,1077,2013,70%,Canada,3.75,Criollo,Venezuela,Praiseworthy
Soma,Crazy 88,1077,2013,88%,Canada,4, ,"Guat., D.R., Peru, Mad., PNG",Premium
Soma,"Maracaibo, El Vigia",1077,2013,70%,Canada,4,Criollo,Venezuela,Premium
Soma,Equator,1081,2013,67%,Canada,4, ,"Peru, Dom. Rep",Premium
Soma,Orinoco,1173,2013,70%,Canada,3,Forastero,Venezuela,Satisfactory
Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,70%,Canada,4,Trinitario,Jamaica,Premium
Soma,Noula Coop,817,2012,70%,Canada,3, ,Haiti,Satisfactory
Soma,O'ahu,833,2012,70%,Canada,3.75, ,Hawaii,Praiseworthy
Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70%,Canada,4,Blend,"Dom. Rep., Madagascar",Premium
Soma,"Dancing in Your Head, 5 bean blend",867,2012,70%,Canada,4,Blend,"Gre., PNG, Haw., Haiti, Mad",Premium
Soma,Cahabon Region,951,2012,70%,Canada,3,Trinitario,Guatemala,Satisfactory
Soma,Carenero Superior,951,2012,70%,Canada,3.75,Trinitario,Venezuela,Praiseworthy
Soma,Eastern Promises,967,2012,70%,Canada,3,Blend,"Mad., Java, PNG",Satisfactory
Soma,Papua New Guinea,983,2012,85%,Canada,3,Trinitario,Papua New Guinea,Satisfactory
Soma,"Grenada, Black Science",676,2011,70%,Canada,3,Trinitario,Grenada,Satisfactory
Soma,"Alto Beni, Wild Bolivian",676,2011,70%,Canada,3,Nacional,Bolivia,Satisfactory
Soma,Peruvian,676,2011,64%,Canada,4, ,Peru,Premium
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70%,Canada,4,,"Ven, Bolivia, D.R.",Premium
Soma,"Elvesia P., Black Science",682,2011,70%,Canada,3.75,Forastero,Dominican Republic,Praiseworthy
Soma,Chuao,688,2011,70%,Canada,3,Criollo,Venezuela,Satisfactory
Soma,Black Science Blend 1,607,2010,70%,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru",Praiseworthy
Soma,Hispaniola,377,2009,70%,Canada,3,Forastero,Dominican Republic,Satisfactory
Soma,Africa,377,2009,70%,Canada,3,Forastero,Ghana,Satisfactory
Soma,Conacado,387,2009,70%,Canada,3,Trinitario,Dominican Republic,Satisfactory
Soma,Papua New Guinea,387,2009,70%,Canada,3,Trinitario,Papua New Guinea,Satisfactory
Soma,Madagascar,387,2009,70%,Canada,3.75,Criollo,Madagascar,Praiseworthy
Soma,Ocumare,387,2009,70%,Canada,3.75,Criollo,Venezuela,Praiseworthy
Somerville,Nicaragua,1367,2014,70%,U.S.A.,3, ,Nicaragua,Satisfactory
Somerville,"Hawaiian, Big Island",1395,2014,70%,U.S.A.,3, ,Hawaii,Satisfactory
Soul,Dominican Republic,1932,2017,70%,Canada,3, ,Dominican Republic,Satisfactory
Soul,Madagascar,1936,2017,70%,Canada,3, ,Madagascar,Satisfactory
Soul,Venezuela,1936,2017,75%,Canada,3, ,Venezuela,Satisfactory
Soul,Ecuador,1936,2017,75%,Canada,3, ,Ecuador,Satisfactory
Soul,Papua New Guinea,1936,2017,77%,Canada,3, ,Papua New Guinea,Satisfactory
Soul,Tanzania,1940,2017,80%,Canada,3, ,Tanzania,Satisfactory
Spagnvola,AgroCriso Plantation,793,2012,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Spagnvola,AgroCriso Plantation,793,2012,80%,U.S.A.,3, ,Dominican Republic,Satisfactory
Spagnvola,AgroCriso Plantation,793,2012,75%,U.S.A.,3, ,Dominican Republic,Satisfactory
Spencer,Dominican Republic,1932,2017,70%,U.S.A.,3.75, ,Dominican Republic,Praiseworthy
Spencer,Ecuador,1932,2017,70%,U.S.A.,3, ,Ecuador,Satisfactory
Spencer,Peru,1932,2017,70%,U.S.A.,3, ,Peru,Satisfactory
Spencer,"Dominican Republic, lot D82R",1792,2016,70%,Australia,3, ,Domincan Republic,Satisfactory
Spencer,"Ecuador, lot E432314L",1792,2016,70%,Australia,3.75, ,Ecuador,Praiseworthy
Spencer,"Madagascar, lot M0403R",1792,2016,70%,Australia,3.75, ,Madagascar,Praiseworthy
Spencer,Malekula Island,1434,2014,72%,Australia,3,Trinitario,Vanuatu,Satisfactory
Sprungli (Felchlin),Alto Beni,1057,2013,70%,Switzerland,3,Criollo,Bolivia,Satisfactory
SRSLY,Dominican Republic,1113,2013,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
SRSLY,Dominican Republic,1121,2013,84%,U.S.A.,2, ,Dominican Republic,Dissapointing
Starchild,"Bolivar, Arriba",1634,2015,70%,U.S.A.,3,Forastero (Nacional),Ecuador,Satisfactory
Starchild,Hispaniola,1692,2015,70%,U.S.A.,3, ,Domincan Republic,Satisfactory
Starchild,Cacao Verapaz,1692,2015,70%,U.S.A.,3, ,Guatemala,Satisfactory
Starchild,Rio Tuma,1692,2015,70%,U.S.A.,3,Trinitario (Amelonado),Nicaragua,Satisfactory
Starchild,Sambirano Valley,1696,2015,70%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,68%,Switzerland,3,Trinitario,Brazil,Satisfactory
Stella (aka Bernrain),India,729,2011,72%,Switzerland,3, ,India,Satisfactory
Stone Grindz,"Ecuador, Midnight Dark",1291,2014,84%,U.S.A.,3, ,Ecuador,Satisfactory
Stone Grindz,"Ecuador, Twilght Dark",1291,2014,70%,U.S.A.,3, ,Ecuador,Satisfactory
StRita Supreme,"Samar, East Visayas region",939,2012,65%,U.S.A.,2, ,Philippines,Dissapointing
StRita Supreme,"Samar, East Visayas region",943,2012,70%,U.S.A.,2, ,Philippines,Dissapointing
StRita Supreme,"Samar, East Visayas region",943,2012,75%,U.S.A.,3, ,Philippines,Satisfactory
Sublime Origins,Sambirano,1157,2013,67%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Sublime Origins,Moho Valley,1157,2013,78%,U.S.A.,3,Trinitario,Belize,Satisfactory
Summerbird,Peru,1800,2016,61%,Denmark,2,"Criollo, Trinitario",Peru,Dissapointing
Summerbird,Peru,1800,2016,71%,Denmark,3,"Criollo, Trinitario",Peru,Satisfactory
Suruca Chocolate,Venezuela,1796,2016,70%,Venezuela,3, ,Venezuela,Satisfactory
Suruca Chocolate,Venezuela,1796,2016,60%,Venezuela,3, ,Venezuela,Satisfactory
Svenska Kakaobolaget,Sri Lanka,1618,2015,70%,Sweden,3,"Criollo, Trinitario",Sri Lanka,Satisfactory
Szanto Tibor,Nacional,1668,2015,70%,Hungary,3, ,Ecuador,Satisfactory
Szanto Tibor,Baracoa,1704,2015,88%,Hungary,3,Trinitario,Cuba,Satisfactory
Szanto Tibor,Ambolikapiky,1704,2015,70%,Hungary,3,Trinitario,Madagascar,Satisfactory
Szanto Tibor,"Winak, Sumaco",1704,2015,70%,Hungary,3.75,Forastero (Nacional),Ecuador,Praiseworthy
Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,70%,Hungary,3,Trinitario,Vietnam,Satisfactory
Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,2015,70%,Hungary,3,Forastero (Parazinho),Brazil,Satisfactory
Szanto Tibor,Porcelana,1263,2014,70%,Hungary,3,Criollo,Venezuela,Satisfactory
Szanto Tibor,Baracoa,1263,2014,70%,Hungary,3.75,Trinitario,Cuba,Praiseworthy
Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,70%,Hungary,3,Criollo,Madagascar,Satisfactory
Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,70%,Hungary,3,Criollo,Madagascar,Satisfactory
Szanto Tibor,Cacao Blanco,1193,2013,70%,Hungary,3, ,Nicaragua,Satisfactory
Szanto Tibor,Santo Domingo,939,2012,70%,Hungary,3, ,Dominican Republic,Satisfactory
Szanto Tibor,Millot Plantation,939,2012,70%,Hungary,3, ,Madagascar,Satisfactory
Szanto Tibor,"Ayacucho, ""El Guinacho""",939,2012,70%,Hungary,3.75, ,Peru,Praiseworthy
Szanto Tibor,Crudo,761,2011,70%,Hungary,3, ,Venezuela,Satisfactory
Tabal,Costa Rica,1101,2013,70%,U.S.A.,3, ,Costa Rica,Satisfactory
Tabal,Dominican Republic,1101,2013,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Tabal,"Chiapas, Lacandon Jungle",1105,2013,70%,U.S.A.,2, ,Mexico,Dissapointing
Tabal,Peru,1105,2013,70%,U.S.A.,3, ,Peru,Satisfactory
Tablette (aka Vanillabeans),Colombia,1450,2015,70%,Japan,3, ,Colombia,Satisfactory
Tablette (aka Vanillabeans),Papua,1450,2015,62%,Japan,3, ,Papua New Guinea,Satisfactory
Tablette (aka Vanillabeans),Vietnam,1450,2015,60%,Japan,3,Trinitario,Vietnam,Satisfactory
Tablette (aka Vanillabeans),Trinidad,1680,2015,77%,Japan,3,Trinitario,Trinidad,Satisfactory
Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,70%,Suriname,3,Trinitario,Suriname,Satisfactory
Taza,Belize,1271,2014,68%,U.S.A.,3,Trinitario,Belize,Satisfactory
Taza,Alto Beni,785,2011,87%,U.S.A.,3, ,Bolivia,Satisfactory
Taza,Chiapan,451,2009,75%,U.S.A.,3, ,Mexico,Satisfactory
Taza,"Dark, Stone Ground",180,2007,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
